Geo_ID,Ship_City,Ship_State,Ship_Postal_Code,Ship_Country,Is_Valid_PIN
83,Vadodara,Gujarat,390003,IN,True
84,Pune,Maharashtra,411046,IN,True
85,Jammu,Jammu and Kashmir,180011,IN,True
86,Bangalore,Karnataka,560026,IN,True
87,New Delhi,Delhi,110036,IN,True
88,Narnaund,Haryana,125039,IN,True
89,Ahmedabad,Gujarat,380051,IN,True
90,Ambarnath,Maharashtra,421502,IN,True
91,Gwalior,Madhya Pradesh,474005,IN,True
92,New Delhi,Delhi,110078,IN,True
93,Rohtak,Haryana,124001,IN,True
94,Kolkata,West Bengal,700156,IN,True
95,New Delhi,Delhi,110034,IN,True
96,Hyderabad,Telangana,500054,IN,True
97,Patna,Bihar,800002,IN,True
98,Ramagundam,Telangana,505211,IN,True
99,Pithoragarh,Uttarakhand,262501,IN,True
100,Kolkata,West Bengal,700057,IN,True
101,Mumbai,Maharashtra,400101,IN,True
102,Hyderabad,Telangana,500053,IN,True
103,"Guwahati, Kamrup (M)",Assam,781014,IN,True
104,Kolar,Karnataka,563101,IN,True
105,Patiala,Punjab,147001,IN,True
106,Rewa,Madhya Pradesh,486001,IN,True
107,Bongaigaon,Assam,783380,IN,True
108,Hyderabad,Telangana,500087,IN,True
109,Bengaluru,Karnataka,560055,IN,True
110,Chengalpattu,Tamil Nadu,603002,IN,True
111,Perambalur,Tamil Nadu,621212,IN,True
112,Bilaspur,Himachal Pradesh,174001,IN,True
113,Chennai,Tamil Nadu,600099,IN,True
114,Varanasi,Uttar Pradesh,221010,IN,True
115,Bengaluru,Karnataka,560036,IN,True
116,Coimbatore,Tamil Nadu,641035,IN,True
117,Chirmiri,Chhattisgarh,497449,IN,True
118,Azamgarh,Uttar Pradesh,276302,IN,True
119,Kalyan,Maharashtra,421306,IN,True
120,New Delhi,Delhi,110016,IN,True
121,Guwahati,Assam,781026,IN,True
122,Mysore,Karnataka,570008,IN,True
123,Barabanki,Uttar Pradesh,225001,IN,True
124,Amila,Uttar Pradesh,275301,IN,True
125,Vijayawada,Andhra Pradesh,520010,IN,True
126,Rawan Ambuja Cement Plant,Chhattisgarh,493331,IN,True
127,Herbertpur,Uttarakhand,248142,IN,True
128,Bengaluru,Karnataka,560048,IN,True
129,Kalamassery,Kerala,682021,IN,True
130,Puri-2,Odisha,752002,IN,True
131,Tikabali,Odisha,762010,IN,True
132,Biharsharif,Bihar,803115,IN,True
133,Hyderabad,Telangana,500075,IN,True
134,Paravur,Kerala,683513,IN,True
135,Basti,Uttar Pradesh,272001,IN,True
136,Walajapet,Tamil Nadu,632513,IN,True
137,Bengaluru,Karnataka,560029,IN,True
138,Mahendragarh,Haryana,123027,IN,True
139,Hyderabad,Telangana,500086,IN,True
140,New Delhi,Delhi,110019,IN,True
141,Gurugram,Haryana,122002,IN,True
142,Bengaluru,Karnataka,560022,IN,True
143,Mumbai,Maharashtra,400069,IN,True
144,Bijnor,Uttar Pradesh,246722,IN,True
145,Mumbai,Maharashtra,400078,IN,True
146,Allahabad,Uttar Pradesh,211001,IN,True
147,Vasai Virar,Maharashtra,401202,IN,True
148,Bengaluru,Karnataka,560087,IN,True
149,Bijnor,Uttar Pradesh,246701,IN,True
150,Hyderabad,Telangana,500090,IN,True
151,Bengaluru,Karnataka,560075,IN,True
152,Mangaluru,Karnataka,575001,IN,True
153,Hyderabad,Telangana,500034,IN,True
154,New Town,West Bengal,700059,IN,True
155,Mumbai,Maharashtra,400016,IN,True
156,Sambhal,Uttar Pradesh,244302,IN,True
157,Nagpur,Maharashtra,441002,IN,True
158,Elavanasurkottai,Tamil Nadu,607202,IN,True
159,Sangli Miraj Kupwad,Maharashtra,416410,IN,True
160,Mysuru,Karnataka,570016,IN,True
161,Ankleshwr,Gujarat,393002,IN,True
162,Chennai,Tamil Nadu,600117,IN,True
163,Greater Noida West,Uttar Pradesh,201009,IN,True
164,Jammu,Jammu and Kashmir,180007,IN,True
165,Itanagar,Arunachal Pradesh,791113,IN,True
166,Kolkata,West Bengal,700075,IN,True
167,Karanja,Maharashtra,444105,IN,True
168,Nimbahera,Rajasthan,312620,IN,True
169,Imphal East,Manipur,795010,IN,True
170,Bidhan Nagar,West Bengal,700064,IN,True
171,Bengaluru,Karnataka,560064,IN,True
172,Ahmedabad,Gujarat,380015,IN,True
173,Tiruchirappalli,Tamil Nadu,620001,IN,True
174,Bhubaneswar,Odisha,752054,IN,True
175,Aligarh,Uttar Pradesh,202001,IN,True
176,Kochi,Kerala,682006,IN,True
177,Ghaziabad,Uttar Pradesh,201014,IN,True
178,Pune,Maharashtra,412207,IN,True
179,Bangalore,Karnataka,560016,IN,True
180,Malappuram,Kerala,676517,IN,True
181,Noida,Uttar Pradesh,201301,IN,True
182,Greater Noida,Uttar Pradesh,201308,IN,True
183,Patna,Bihar,800023,IN,True
184,Sibsagar,Assam,785674,IN,True
185,Gaya,Bihar,823001,IN,True
186,Bengaluru,Karnataka,560083,IN,True
187,Gurugram,Haryana,122001,IN,True
188,Kollam,Kerala,691522,IN,True
189,Peralasseri,Kerala,670622,IN,True
190,Bengaluru,Karnataka,560102,IN,True
191,Bengaluru,Karnataka,560100,IN,True
192,Udupi,Karnataka,576104,IN,True
193,Mariani,Assam,785634,IN,True
194,New Delhi,Delhi,110075,IN,True
195,Mangaluru,Karnataka,575006,IN,True
196,Ahmedabad,Gujarat,380022,IN,True
197,Kolkata,West Bengal,700051,IN,True
198,Cooch Behar,West Bengal,736101,IN,True
199,Pune,Maharashtra,411037,IN,True
200,Dehradun,Uttarakhand,248009,IN,True
201,Jharia Khas,Jharkhand,828111,IN,True
202,Kolkata,West Bengal,700070,IN,True
203,Secunderabad,Telangana,500010,IN,True
204,Udaipur,Rajasthan,313001,IN,True
205,Coimbatore,Tamil Nadu,641030,IN,True
206,Bhubaneswar,Odisha,751006,IN,True
207,Bhagalpur,Bihar,812003,IN,True
208,Nagpur,Maharashtra,440036,IN,True
209,Chennai,Tamil Nadu,600096,IN,True
210,Berhampore,West Bengal,742103,IN,True
211,Seoni,Madhya Pradesh,480661,IN,True
212,Agra,Uttar Pradesh,282002,IN,True
213,Lucknow,Uttar Pradesh,226029,IN,True
214,Bengaluru,Karnataka,560067,IN,True
215,Patna,Bihar,800001,IN,True
216,Ghaziabad,Uttar Pradesh,201012,IN,True
217,Nermand,Himachal Pradesh,172023,IN,True
218,Chennai,Tamil Nadu,600010,IN,True
219,Kamareddy,Telangana,503111,IN,True
220,Srinagar,Jammu and Kashmir,190015,IN,True
221,Bengaluru,Karnataka,560042,IN,True
222,Muddebihal,Karnataka,586212,IN,True
223,Santhamaguluru Mandal,Andhra Pradesh,523302,IN,True
224,Hyderabad,Telangana,500058,IN,True
225,New Delhi,Delhi,110045,IN,True
226,Bengaluru,Karnataka,562125,IN,True
227,Kolkata 700034,West Bengal,700034,IN,True
228,Kolkata,West Bengal,700045,IN,True
229,Hyderabad,Telangana,500001,IN,True
230,Baruipur,West Bengal,700145,IN,True
231,Kendrapara,Odisha,754211,IN,True
232,Vijayawada,Andhra Pradesh,521225,IN,True
233,Mumbai,Maharashtra,400072,IN,True
234,Nashik,Maharashtra,422003,IN,True
235,Thane,Maharashtra,401107,IN,True
236,Hoshiarpur,Punjab,146001,IN,True
237,Bengaluru,Karnataka,560010,IN,True
238,Barshi,Maharashtra,413401,IN,True
239,Hyderabad,Telangana,500089,IN,True
240,Bengaluru,Karnataka,560068,IN,True
241,Chennai,Tamil Nadu,600036,IN,True
242,Chandi Mandir,Haryana,134107,IN,True
243,Ujjain,Madhya Pradesh,456010,IN,True
244,Haldwani,Uttarakhand,263139,IN,True
245,Chennai,Tamil Nadu,600125,IN,True
246,Mumbai,Maharashtra,400049,IN,True
247,Uttarkashi,Uttarakhand,249193,IN,True
248,Old Goa,Goa,403107,IN,True
249,Maheshwar,Madhya Pradesh,451224,IN,True
250,Hardoi,Uttar Pradesh,241001,IN,True
251,Hyderabad,Telangana,500073,IN,True
252,Shillong,Meghalaya,793008,IN,True
253,Dhamnod Dhar District,Madhya Pradesh,454552,IN,True
254,Bengaluru,Karnataka,560070,IN,True
255,Chakdaha,West Bengal,741222,IN,True
256,Chennai,Tamil Nadu,600082,IN,True
257,Kolkata,West Bengal,700044,IN,True
258,Chikkamagaluru,Karnataka,577101,IN,True
259,Bhubaneswar,Odisha,751003,IN,True
260,Gurugram,Haryana,122018,IN,True
261,Kolkata,West Bengal,700050,IN,True
262,Allahabad,Uttar Pradesh,211004,IN,True
263,Lucknow,Uttar Pradesh,226022,IN,True
264,Kolkata,West Bengal,700089,IN,True
265,Malda,West Bengal,732101,IN,True
266,Nellore,Andhra Pradesh,524314,IN,True
267,Cuncolim,Goa,403703,IN,True
268,Hyderabad,Telangana,500068,IN,True
269,Pune,Maharashtra,411028,IN,True
270,Trivandrum,Kerala,695003,IN,True
271,Kanpur,Uttar Pradesh,208027,IN,True
272,Chinnalapatti,Tamil Nadu,624301,IN,True
273,Bengaluru,Karnataka,560072,IN,True
274,Bageshwar,Uttarakhand,263642,IN,True
275,New Delhi,Delhi,110059,IN,True
276,Barrackpore,West Bengal,700122,IN,True
277,Dombivali  East,Maharashtra,421201,IN,True
278,New Delhi,Delhi,110017,IN,True
279,Patna,Bihar,801105,IN,True
280,Hyderabad,Telangana,500070,IN,True
281,New Delhi,Delhi,110085,IN,True
282,New Town,West Bengal,700135,IN,True
283,Hyderabad,Telangana,502319,IN,True
284,New Delhi,Delhi,110096,IN,True
285,Sibsagar,Assam,785667,IN,True
286,Jammu,Jammu and Kashmir,180015,IN,True
287,Pune,Maharashtra,411019,IN,True
288,Pathanapuram,Kerala,689695,IN,True
289,Jaunpur,Uttar Pradesh,222001,IN,True
290,Solapur,Maharashtra,413001,IN,True
291,Pune,Maharashtra,411047,IN,True
292,Mahbubnagar,Telangana,509001,IN,True
293,Nk Sweets Vikasnagar,Uttarakhand,248198,IN,True
294,Darjeeling,West Bengal,734101,IN,True
295,Ranchi,Jharkhand,834001,IN,True
296,Bengaluru,Karnataka,560019,IN,True
297,Ludhiana,Punjab,141001,IN,True
298,Hyderabad,Telangana,500043,IN,True
299,Muzaffarpur,Bihar,842002,IN,True
300,Secunderabad,Telangana,500011,IN,True
301,Sonbhadra,Uttar Pradesh,231216,IN,True
302,Kakinada,Andhra Pradesh,533003,IN,True
303,Haldia,West Bengal,721635,IN,True
304,Hyderabad,Telangana,500056,IN,True
305,Tivim,Goa,403502,IN,True
306,Chennai,Tamil Nadu,600024,IN,True
307,Agra,Uttar Pradesh,282001,IN,True
308,Mandvi Kachchh District,Gujarat,370465,IN,True
309,Sambalpur,Odisha,768004,IN,True
310,Kanniyakumari,Tamil Nadu,629701,IN,True
311,"Chinchwad ,Pune",Maharashtra,411019,IN,True
312,Hyderabad,Telangana,500094,IN,True
313,Chennai,Tamil Nadu,600091,IN,True
314,Purnia,Bihar,854301,IN,True
315,Kolkata,West Bengal,700059,IN,True
316,Shillong,Meghalaya,793022,IN,True
317,Pune,Maharashtra,411057,IN,True
318,Tadepalligudem,Andhra Pradesh,534101,IN,True
319,Ghaziabad,Uttar Pradesh,201001,IN,True
320,Gwalior,Madhya Pradesh,474001,IN,True
321,Akola,Maharashtra,444101,IN,True
322,Jorhat,Assam,785001,IN,True
323,Chennai,Tamil Nadu,600100,IN,True
324,Ramanagara,Karnataka,562159,IN,True
325,Vijayapur,Karnataka,586109,IN,True
326,Bokaro Steel City,Jharkhand,827001,IN,True
327,Bengaluru,Karnataka,560008,IN,True
328,Lucknow,Uttar Pradesh,226002,IN,True
329,Khammam,Telangana,507003,IN,True
330,New Delhi,Delhi,110084,IN,True
331,Aurangabad,Maharashtra,431002,IN,True
332,Gadarwara,Madhya Pradesh,487551,IN,True
333,Hyderabad,Telangana,500050,IN,True
334,Puducherry,Puducherry,605001,IN,True
335,Shirdi,Maharashtra,423109,IN,True
336,Vellore,Tamil Nadu,632004,IN,True
337,Mangaluru,Karnataka,575007,IN,True
338,Singrauli,Madhya Pradesh,486889,IN,True
339,New Delhi,Delhi,110063,IN,True
340,Bengaluru,Karnataka,560077,IN,True
341,Mumbai,Maharashtra,400097,IN,True
342,Thrippunithura,Kerala,682301,IN,True
343,Kendujhar,Odisha,758001,IN,True
344,Mumbai,Maharashtra,400066,IN,True
345,Kalyan,Maharashtra,421201,IN,True
346,Chennai,Tamil Nadu,600015,IN,True
347,Chennai,Tamil Nadu,600115,IN,True
348,Gurugram,Haryana,122022,IN,True
349,Ludhiana,Punjab,141012,IN,True
350,Nerul,Goa,403114,IN,True
351,Imphal,Manipur,795004,IN,True
352,Palasbari,Assam,781120,IN,True
353,Chikkaballapur,Karnataka,562101,IN,True
354,Andul Near Maya Stores,West Bengal,711302,IN,True
355,Bengaluru,Karnataka,560078,IN,True
356,Mumbai,Maharashtra,400067,IN,True
357,Hyderabad,Telangana,500067,IN,True
358,Bengaluru,Karnataka,560011,IN,True
359,Bengaluru,Karnataka,560035,IN,True
360,Surat,Gujarat,395007,IN,True
361,Chittoor,Andhra Pradesh,517001,IN,True
362,Kadur,Karnataka,577548,IN,True
363,Suratgarh,Rajasthan,335804,IN,True
364,Mira Road,Maharashtra,401107,IN,True
365,Mumbai,Maharashtra,400095,IN,True
366,Dinanagar,Punjab,143531,IN,True
367,Kolkata,West Bengal,700028,IN,True
368,Kalyan,Maharashtra,421004,IN,True
369,Arakandanallur,Tamil Nadu,605752,IN,True
370,Bhopal,Madhya Pradesh,462038,IN,True
371,Gurgaon,Haryana,122001,IN,True
372,Hyderabad,Telangana,500036,IN,True
373,Bhatgaon,Chhattisgarh,497235,IN,True
374,Bhanjanagar,Odisha,761126,IN,True
375,Visakhapatnam,Andhra Pradesh,531173,IN,True
376,Madhurawada,Andhra Pradesh,530048,IN,True
377,Almora,Uttarakhand,263601,IN,True
378,Proddatur,Andhra Pradesh,516360,IN,True
379,Shrigonda,Maharashtra,413701,IN,True
380,Warangal,Telangana,506330,IN,True
381,Chennai,Tamil Nadu,600089,IN,True
382,Faizabad,Uttar Pradesh,224001,IN,True
383,Bhiwadi,Rajasthan,301019,IN,True
384,Bangalore,Karnataka,560078,IN,True
385,Allahabad,Uttar Pradesh,211002,IN,True
386,Warangal,Telangana,506009,IN,True
387,Vadodara,Gujarat,390011,IN,True
388,New Delhi,Delhi,110030,IN,True
389,Nashik,Maharashtra,422101,IN,True
390,Malda,West Bengal,732103,IN,True
391,Kalyan,Maharashtra,421301,IN,True
392,Visakhapatnam,Andhra Pradesh,530047,IN,True
393,Kollam,Kerala,690521,IN,True
394,Bengaluru,Karnataka,560021,IN,True
395,Mumbai,Maharashtra,400042,IN,True
396,Guntur,Andhra Pradesh,522614,IN,True
397,Ahmedabad,Gujarat,380058,IN,True
398,Mangaluru,Karnataka,575002,IN,True
399,Bengaluru,Karnataka,560043,IN,True
400,Pune,Maharashtra,411033,IN,True
401,Roorkee,Uttarakhand,247667,IN,True
402,Nagpur,Maharashtra,440006,IN,True
403,Golabandha,Odisha,761002,IN,True
404,Bhatpara,West Bengal,743127,IN,True
405,Palampur,Himachal Pradesh,176092,IN,True
406,Pune,Maharashtra,411001,IN,True
407,Kanpur,Uttar Pradesh,208017,IN,True
408,Mumbai,Maharashtra,400074,IN,True
409,Chennai,Tamil Nadu,600128,IN,True
410,New Delhi,Delhi,110058,IN,True
411,Pichhore Shivpuri District,Madhya Pradesh,473995,IN,True
412,Lucknow,Uttar Pradesh,226025,IN,True
413,Sikandarabad Industrial Area,Uttar Pradesh,203205,IN,True
414,Mumbai,Maharashtra,400098,IN,True
415,Thiruvananthapuram,Kerala,695005,IN,True
416,Mavelikkara,Kerala,690107,IN,True
417,Kolkata,West Bengal,700022,IN,True
418,Thane,Maharashtra,400615,IN,True
419,Mysuru,Karnataka,570001,IN,True
420,Qadian,Punjab,143516,IN,True
421,Bhubaneswar,Odisha,751021,IN,True
422,Kalaburgi,Karnataka,585101,IN,True
423,Nagpur,Maharashtra,440003,IN,True
424,Rangareddy,Telangana,509327,IN,True
425,Hyderabad,Telangana,500013,IN,True
426,Ahmedabad,Gujarat,380054,IN,True
427,Chennai,Tamil Nadu,600063,IN,True
428,Dharmanagar,Tripura,799250,IN,True
429,Jaipur,Rajasthan,302012,IN,True
430,Jhajjar,Haryana,124103,IN,True
431,Hyderabad,Telangana,500005,IN,True
432,Bengaluru,Karnataka,560105,IN,True
433,Jamshedpur,Jharkhand,831005,IN,True
434,Vadodara,Gujarat,390016,IN,True
435,Meerut,Uttar Pradesh,250001,IN,True
436,Gorakhpur,Uttar Pradesh,273004,IN,True
437,Mudbidri,Karnataka,574227,IN,True
438,Vasco Da Gama,Goa,403802,IN,True
439,Nadiad,Gujarat,387001,IN,True
440,Janipur,Jammu and Kashmir,180007,IN,True
441,Nagpur,Maharashtra,440015,IN,True
442,Ghaziabad,Uttar Pradesh,201009,IN,True
443,Hyderabad,Telangana,500006,IN,True
444,Visakhapatnam,Andhra Pradesh,530027,IN,True
445,Kanpurkanpur,Uttar Pradesh,208013,IN,True
446,Hyderabad,Telangana,500098,IN,True
447,Hamirpur,Uttar Pradesh,210504,IN,True
448,Chennai,Tamil Nadu,600086,IN,True
449,Amritsar,Punjab,143001,IN,True
450,New Delhi,Delhi,110039,IN,True
451,Coimbatore,Tamil Nadu,641037,IN,True
452,Pali,Rajasthan,306401,IN,True
453,Bassein,Maharashtra,401201,IN,True
454,Thiruvalla,Kerala,689101,IN,True
455,Imphal,Manipur,795113,IN,True
456,Ambasamudram,Tamil Nadu,627401,IN,True
457,Pathanamthitta,Kerala,689698,IN,True
458,Chennai,Tamil Nadu,600002,IN,True
459,Vizianagaram,Andhra Pradesh,535002,IN,True
460,Chittoor District,Andhra Pradesh,517113,IN,True
461,Rae Bareli,Uttar Pradesh,229001,IN,True
462,Benipur,Bihar,847201,IN,True
463,Khatima,Uttarakhand,262308,IN,True
464,Erode,Tamil Nadu,638005,IN,True
465,Bokaro Steel City,Jharkhand,827012,IN,True
466,Ulhasnagar,Maharashtra,421001,IN,True
467,Indore,Madhya Pradesh,452010,IN,True
468,Halwara,Punjab,141106,IN,True
469,Thane,Maharashtra,401101,IN,True
470,Bengaluru,Karnataka,560056,IN,True
471,"Neelakudi, Thiruvarur",Tamil Nadu,610005,IN,True
472,Jaipur,Rajasthan,302021,IN,True
473,Cuttack,Odisha,753009,IN,True
474,Kolkata,West Bengal,700032,IN,True
475,Vijayawada,Andhra Pradesh,520015,IN,True
476,Vasai Virar,Maharashtra,401209,IN,True
477,Shimla,Himachal Pradesh,171009,IN,True
478,Coimbatore,Tamil Nadu,641062,IN,True
479,Darbhanga,Bihar,846003,IN,True
480,Burdwan,West Bengal,713101,IN,True
481,Hyderabad,Telangana,500055,IN,True
482,Kolkata,West Bengal,700017,IN,True
483,Secunderabad,Telangana,500094,IN,True
484,Mihan,Maharashtra,441110,IN,True
485,Khurja,Uttar Pradesh,203131,IN,True
486,New Delhi,Delhi,110029,IN,True
487,Choglamsar,Ladakh,194104,IN,True
488,Bengaluru,Karnataka,560033,IN,True
489,Yavatmal,Maharashtra,445001,IN,True
490,Allahabad,Uttar Pradesh,212404,IN,True
491,Redhakhol,Odisha,768106,IN,True
492,Faridabad,Haryana,121002,IN,True
493,Chennai,Tamil Nadu,600071,IN,True
494,Shillong,Meghalaya,793018,IN,True
495,Hyderabad,Telangana,500084,IN,True
496,Faridpur Bareilly District,Uttar Pradesh,243503,IN,True
497,Rourkela,Odisha,769015,IN,True
498,Vizianagaram,Andhra Pradesh,535004,IN,True
499,Jaipur,Rajasthan,302019,IN,True
500,Dharwad,Karnataka,580003,IN,True
501,Daulatpur,Himachal Pradesh,177204,IN,True
502,Jalna,Maharashtra,431203,IN,True
503,Karimnagar,Telangana,505001,IN,True
504,New Delhi,Delhi,110033,IN,True
505,"Arvi,Dist- Wardha",Maharashtra,442201,IN,True
506,Kurseong,West Bengal,734203,IN,True
507,Hyderabad,Telangana,500015,IN,True
508,Nandura,Maharashtra,443404,IN,True
509,Diu,Dadra and Nagar Haveli and Daman and Diu,362570,IN,True
510,Mumbai 400101,Maharashtra,400101,IN,True
511,Ghaziabad,Uttar Pradesh,201010,IN,True
512,Chennai,Tamil Nadu,600012,IN,True
513,Ponneri,Tamil Nadu,601204,IN,True
514,Hyderabad,Telangana,500049,IN,True
515,Serampore,West Bengal,712249,IN,True
516,Kinnigoli,Karnataka,574141,IN,True
517,Mirzapur Cum Vindhyachal,Uttar Pradesh,231001,IN,True
518,Bengaluru,Karnataka,560016,IN,True
519,Dibrugarh,Assam,786001,IN,True
520,Thane,Maharashtra,401105,IN,True
521,Bengaluru,Karnataka,560066,IN,True
522,Deganga,West Bengal,743438,IN,True
523,Kolkata,West Bengal,700033,IN,True
524,Karimganj,Assam,788710,IN,True
525,Ahmedabad,Gujarat,382340,IN,True
526,Alathur,Kerala,678572,IN,True
527,Aluva,Kerala,683102,IN,True
528,Chennai,Tamil Nadu,600083,IN,True
529,Azamgarh,Uttar Pradesh,276141,IN,True
530,Chengamanad,Kerala,683102,IN,True
531,Nagpur,Maharashtra,441110,IN,True
532,Nizamabad,Telangana,503001,IN,True
533,Loni Kalbhor,Maharashtra,412201,IN,True
534,Khelari,Jharkhand,829205,IN,True
535,Bengaluru,Karnataka,560097,IN,True
536,Ghazipur,Uttar Pradesh,233001,IN,True
537,Kolkata,West Bengal,700034,IN,True
538,Pune,Maharashtra,411048,IN,True
539,Cuttack,Odisha,753001,IN,True
540,Kalaburgi,Karnataka,585104,IN,True
541,Katihar,Bihar,855102,IN,True
542,Bengaluru,Karnataka,560086,IN,True
543,Nagercoil,Tamil Nadu,629002,IN,True
544,Mumbai,Maharashtra,400077,IN,True
545,Kothagudem,Telangana,507101,IN,True
546,Bhinder,Rajasthan,313603,IN,True
547,Ahmedabad,Gujarat,382481,IN,True
548,Chennai,Tamil Nadu,600078,IN,True
549,Jalandhar,Punjab,144005,IN,True
550,Narasapur,Andhra Pradesh,534275,IN,True
551,Palakkad,Kerala,678502,IN,True
552,Parvathipuram,Andhra Pradesh,535501,IN,True
553,Pune,Maharashtra,411024,IN,True
554,Mumbai,Maharashtra,400030,IN,True
555,Satna,Madhya Pradesh,485001,IN,True
556,Padur,Tamil Nadu,603103,IN,True
557,Madurai,Tamil Nadu,625007,IN,True
558,Mumbai,Maharashtra,400029,IN,True
559,Ballia,Uttar Pradesh,277001,IN,True
560,Pune,Maharashtra,411041,IN,True
561,Faridabad,Haryana,121003,IN,True
562,Kalyan,Maharashtra,421204,IN,True
563,Devarakonda,Telangana,508248,IN,True
564,Gurugram,Haryana,122017,IN,True
565,Thrissur,Kerala,680003,IN,True
566,Bangalore,Karnataka,560061,IN,True
567,Bengaluru,Karnataka,560057,IN,True
568,Bengaluru,Karnataka,560032,IN,True
569,Dharmapuri,Tamil Nadu,636701,IN,True
570,Meerut,Uttar Pradesh,250002,IN,True
571,Secunderabad,Telangana,500009,IN,True
572,Noida,Uttar Pradesh,201305,IN,True
573,Danguwapasi,Jharkhand,833212,IN,True
574,Dhemaji,Assam,786189,IN,True
575,Pulgaon,Maharashtra,442302,IN,True
576,Akathiyoor,Kerala,680542,IN,True
577,Shakarpur,Delhi,110092,IN,True
578,Kolkata,West Bengal,700004,IN,True
579,Imphal East,Manipur,795008,IN,True
580,Chebrolu,Andhra Pradesh,522212,IN,True
581,Alappuzha,Kerala,688006,IN,True
582,Akbarpur,Uttar Pradesh,224122,IN,True
583,Nagpur,Maharashtra,441111,IN,True
584,Nabagram Colony,West Bengal,712246,IN,True
585,Kolkata,West Bengal,700074,IN,True
586,Thane,Maharashtra,400604,IN,True
587,Kozhikode,Kerala,673574,IN,True
588,Puducherry,Puducherry,605009,IN,True
589,New Delhi,Delhi,110086,IN,True
590,New Town,West Bengal,700156,IN,True
591,Nelamangala,Karnataka,562123,IN,True
592,"Kotpad, Koraput",Odisha,764058,IN,True
